ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
6099	"ENSG00000184307"	"ZDHHC23"	chr3	+	113958362	113962978	113958362	113958538	113961051	113962978
6111	"ENSG00000197958"	"RPL12"	chr9	-	127449609	127451405	127449609	127449708	127451049	127451405
6127	"ENSG00000106588"	"PSMA2"	chr7	-	42921857	42924797	42921857	42921931	42924674	42924797
6159	"ENSG00000187796"	"CARD9"	chr9	-	136364482	136366845	136364482	136364559	136366799	136366845
6202	"ENSG00000223705"	"NSUN5P1"	chr7	+	75415591	75416191	75415591	75415770	75416102	75416191
6203	"ENSG00000223705"	"NSUN5P1"	chr7	+	75415591	75416191	75415591	75415778	75416102	75416191
6207	"ENSG00000186088"	"GSAP"	chr7	-	77329332	77330367	77329332	77329391	77330181	77330367
6215	"ENSG00000135218"	"CD36"	chr7	+	80672769	80674147	80672769	80672843	80673982	80674147
6245	"ENSG00000168090"	"COPS6"	chr7	+	100090591	100091152	100090591	100090654	100091037	100091152
6302	"ENSG00000145191"	"EIF2B5"	chr3	+	184143051	184144224	184143051	184143142	184144098	184144224
6311	"ENSG00000105835"	"NAMPT"	chr7	-	106274945	106277179	106274945	106275043	106277022	106277179
6349	"ENSG00000105707"	"HPN"	chr19	+	35059672	35060512	35059672	35059996	35060346	35060512
6351	"ENSG00000196873"	"CBWD3"	chr9	+	68297751	68299965	68297751	68297817	68299480	68299965
6407	"ENSG00000136155"	"SCEL"	chr13	+	77602064	77603135	77602064	77602124	77603075	77603135
6479	"ENSG00000234741"	"GAS5"	chr1	-	173864256	173865282	173864256	173864304	173865228	173865282
6538	"ENSG00000178761"	"FAM219B"	chr15	-	74899991	74902786	74899991	74900137	74902603	74902786
6541	"ENSG00000178761"	"FAM219B"	chr15	-	74904663	74906365	74904663	74904712	74906277	74906365
6548	"ENSG00000090520"	"DNAJB11"	chr3	+	186577667	186581513	186577667	186577800	186581374	186581513
6549	"ENSG00000090520"	"DNAJB11"	chr3	+	186577667	186582077	186577667	186577800	186581994	186582077
6591	"ENSG00000215021"	"PHB2"	chr12	-	6968410	6970280	6968410	6968587	6970195	6970280
6668	"ENSG00000134516"	"DOCK2"	chr5	+	170078974	170081984	170078974	170079146	170081841	170081984
6670	"ENSG00000085224"	"ATRX"	chrX	-	77520787	77522388	77520787	77520916	77522262	77522388
6724	"ENSG00000197114"	"ZGPAT"	chr20	+	63733586	63734824	63733586	63733712	63734644	63734824
6756	"ENSG00000215301"	"DDX3X"	chrX	+	41342736	41344128	41342736	41342836	41344029	41344128
6781	"ENSG00000147955"	"SIGMAR1"	chr9	-	34636996	34637420	34636996	34637112	34637266	34637420
6817	"ENSG00000196924"	"FLNA"	chrX	-	154350030	154351696	154350030	154350207	154351580	154351696
6891	"ENSG00000147416"	"ATP6V1B2"	chr8	+	20212781	20217324	20212781	20212905	20217219	20217324
7057	"ENSG00000137563"	"GGH"	chr8	-	63026157	63030217	63026157	63026296	63030166	63030217
7066	"ENSG00000104518"	"GSDMD"	chr8	+	143559776	143561423	143559776	143559969	143561369	143561423
7080	"ENSG00000185803"	"SLC52A2"	chr8	+	144359622	144360493	144359622	144359726	144360114	144360493
7091	"ENSG00000160948"	"VPS28"	chr8	-	144424717	144425772	144424717	144424819	144425682	144425772
7095	"ENSG00000160948"	"VPS28"	chr8	-	144424945	144426208	144424945	144425772	144426179	144426208
7149	"ENSG00000213930"	"GALT"	chr9	+	34647088	34647961	34647088	34647258	34647656	34647961
7151	"ENSG00000213930"	"GALT"	chr9	+	34647491	34647961	34647491	34647567	34647831	34647961
7180	"ENSG00000096746"	"HNRNPH3"	chr10	+	68341173	68341851	68341173	68341309	68341758	68341851
7212	"ENSG00000135047"	"CTSL"	chr9	+	87728026	87728809	87728026	87728149	87728584	87728809
7262	"ENSG00000187498"	"COL4A1"	chr13	-	110211646	110212479	110211646	110211673	110212416	110212479
7290	"ENSG00000165525"	"NEMF"	chr14	-	49784924	49785320	49784924	49785004	49785219	49785320
7333	"ENSG00000165699"	"TSC1"	chr9	-	132910570	132911568	132910570	132910689	132911452	132911568
7424	"ENSG00000166340"	"TPP1"	chr11	-	6615441	6616859	6615441	6615562	6616660	6616859
7429	"ENSG00000166340"	"TPP1"	chr11	-	6616974	6617776	6616974	6617153	6617625	6617776
7451	"ENSG00000103510"	"KAT8"	chr16	+	31130455	31131393	31130455	31130606	31131194	31131393
7523	"ENSG00000143549"	"TPM3"	chr1	-	154170648	154172978	154170648	154170711	154172907	154172978
7537	"ENSG00000187531"	"SIRT7"	chr17	-	81914293	81915512	81914293	81914530	81915439	81915512
7577	"ENSG00000162236"	"STX5"	chr11	-	62824458	62825339	62824458	62824565	62825282	62825339
7578	"ENSG00000132199"	"ENOSF1"	chr18	-	690548	691276	690548	690631	691203	691276
7584	"ENSG00000255717"	"SNHG1"	chr11	-	62852810	62854551	62852810	62853115	62853800	62854551
7587	"ENSG00000255717"	"SNHG1"	chr11	-	62852810	62854551	62852810	62853590	62854518	62854551
7591	"ENSG00000255717"	"SNHG1"	chr11	-	62852810	62855216	62852810	62853115	62855132	62855216
7592	"ENSG00000255717"	"SNHG1"	chr11	-	62853551	62855216	62853551	62853833	62855132	62855216
7595	"ENSG00000255717"	"SNHG1"	chr11	-	62853800	62855837	62853800	62854551	62855423	62855837
7703	"ENSG00000162032"	"SPSB3"	chr16	-	1777746	1778612	1777746	1777872	1778133	1778612
7724	"ENSG00000110330"	"BIRC2"	chr11	+	102348597	102350749	102348597	102348719	102349877	102350749
7726	"ENSG00000110330"	"BIRC2"	chr11	+	102348597	102350749	102348597	102348719	102350000	102350749
7738	"ENSG00000109846"	"CRYAB"	chr11	-	111908622	111911922	111908622	111908967	111911523	111911922
7769	"ENSG00000109971"	"HSPA8"	chr11	-	123058251	123059261	123058251	123058484	123059058	123059261
7810	"ENSG00000198258"	"UBL5"	chr19	+	9828326	9828675	9828326	9828389	9828591	9828675
7831	"ENSG00000100225"	"FBXO7"	chr22	+	32487744	32493281	32487744	32487828	32493104	32493281
7835	"ENSG00000090621"	"PABPC4"	chr1	-	39560815	39562203	39560815	39561122	39562072	39562203
7849	"ENSG00000122877"	"EGR2"	chr10	-	62815860	62816366	62815860	62815969	62816252	62816366
7964	"ENSG00000214279"	"SCART1"	chr10	+	133457278	133459326	133457278	133457575	133459020	133459326
8037	"ENSG00000284770"	"TBCE"	chr1	+	235435744	235436608	235435744	235435840	235436543	235436608
8087	"ENSG00000082898"	"XPO1"	chr2	-	61492566	61494091	61492566	61492748	61493893	61494091
8104	"ENSG00000123349"	"PFDN5"	chr12	+	53295838	53298150	53295838	53295941	53298044	53298150
8111	"ENSG00000123415"	"SMUG1"	chr12	-	54188514	54188957	54188514	54188596	54188676	54188957
8112	"ENSG00000161638"	"ITGA5"	chr12	-	54399644	54400995	54399644	54399758	54400845	54400995
8184	"ENSG00000089009"	"RPL6"	chr12	-	112406746	112408656	112406746	112406890	112408419	112408656
8186	"ENSG00000102225"	"CDK16"	chrX	+	47225964	47226703	47225964	47226027	47226582	47226703
8194	"ENSG00000255794"	"RMST"	chr12	+	97492460	97494002	97492460	97492606	97493890	97494002
8247	"ENSG00000089157"	"RPLP0"	chr12	-	120199309	120201110	120199309	120199485	120201082	120201110
8257	"ENSG00000089094"	"KDM2B"	chr12	-	121442156	121443793	121442156	121442836	121443679	121443793
8266	"ENSG00000168010"	"ATG16L2"	chr11	+	72826517	72827293	72826517	72826589	72827187	72827293
8277	"ENSG00000092531"	"SNAP23"	chr15	+	42513173	42513447	42513173	42513209	42513398	42513447
8349	"ENSG00000148362"	"PAXX"	chr9	+	136992639	136993243	136992639	136992700	136993052	136993243
